49,0.097,0.182,0.233,0.276,0.325,0.358,0.387,0.423,0.447
50,0.096,0.181,0.231,0.273,0.322,0.354,0.384,0.419,0.443
52,0.094,0.177,0.226,0.268,0.316,0.348,0.377,0.411,0.435
54,0.092,0.174,0.222,0.263,0.31,0.341,0.37,0.404,0.428
56,0.09,0.171,0.218,0.259,0.305,0.336,0.364,0.398,0.421
58,0.089,0.168,0.214,0.254,0.3,0.33,0.358,0.391,0.414
60,0.087,0.165,0.211,0.25,0.295,0.325,0.352,0.385,0.408
62,0.086,0.162,0.207,0.246,0.29,0.32,0.347,0.379,0.402
64,0.081,0.16,0.204,0.242,0.286,0.315,0.342,0.374,0.396
66,0.083,0.157,0.201,0.239,0.282,0.31,0.337,0.368,0.39
68,0.082,0.155,0.198,0.235,0.278,0.306,0.332,0.363,0.385
70,0.081,0.153,0.195,0.232,0.274,0.302,0.327,0.358,0.38
72,0.08,0.151,0.193,0.229,0.27,0.298,0.323,0.354,0.375
74,0.079,0.149,0.19,0.226,0.266,0.294,0.319,0.349,0.37
76,0.078,0.147,0.188,0.223,0.263,0.29,0.315,0.345,0.365
78,0.077,0.145,0.185,0.22,0.26,0.286,0.311,0.34,0.361
80,0.076,0.143,0.183,0.217,0.257,0.283,0.307,0.336,0.357
82,0.075,0.141,0.181,0.215,0.253,0.28,0.304,0.333,0.328
84,0.074,0.14,0.179,0.212,0.251,0.276,0.3,0.329,0.349
86,0.073,0.138,0.177,0.21,0.248,0.273,0.297,0.325,0.345
88,0.072,0.136,0.174,0.207,0.245,0.27,0.293,0.321,0.341
90,0.071,0.135,0.173,0.205,0.242,0.267,0.29,0.318,0.338
92,0.07,0.133,0.171,0.203,0.24,0.264,0.287,0.315,0.334
94,0.07,0.132,0.169,0.201,0.237,0.262,0.284,0.312,0.331
96,0.069,0.131,0.167,0.199,0.235,0.259,0.281,0.308,0.327
98,0.068,0.129,0.165,0.197,0.232,0.256,0.279,0.305,0.324
100,0.068,0.128,0.164,0.195,0.23,0.254,0.276,0.303,0.321
105,0.066,0.125,0.16,0.19,0.225,0.248,0.27,0.296,0.314
110,0.064,0.122,0.156,0.186,0.22,0.242,0.264,0.289,0.307
115,0.063,0.119,0.153,0.182,0.215,0.237,0.258,0.283,0.3
120,0.062,0.117,0.15,0.178,0.21,0.232,0.253,0.277,0.294
125,0.06,0.114,0.147,0.174,0.206,0.228,0.248,0.272,0.289
130,0.059,0.112,0.144,0.171,0.202,0.223,0.243,0.267,0.283
135,0.058,0.11,0.141,0.168,0.199,0.219,0.239,0.262,0.278
140,0.057,0.108,0.139,0.165,0.195,0.215,0.234,0.257,0.273
145,0.056,0.106,0.136,0.162,0.192,0.212,0.23,0.253,0.269
150,0.055,0.105,0.134,0.159,0.189,0.208,0.227,0.249,0.264
160,0.053,0.101,0.13,0.154,0.183,0.202,0.22,0.241,0.256
170,0.052,0.098,0.126,0.15,0.177,0.196,0.213,0.234,0.249
180,0.05,0.095,0.122,0.145,0.172,0.19,0.207,0.228,0.242
190,0.049,0.093,0.119,0.142,0.168,0.185,0.202,0.222,0.236
200,0.048,0.091,0.116,0.138,0.164,0.181,0.197,0.216,0.23
250,0.043,0.081,0.104,0.124,0.146,0.162,0.176,0.194,0.206
300,0.039,0.074,0.095,0.113,0.134,0.148,0.161,0.177,0.188
350,0.036,0.068,0.088,0.105,0.124,0.137,0.149,0.164,0.175
400,0.034,0.064,0.082,0.098,0.116,0.128,0.14,0.154,0.164
450,0.032,0.06,0.077,0.092,0.109,0.121,0.132,0.145,0.154
500,0.03,0.057,0.074,0.088,0.104,0.115,0.125,0.138,0.146
600,0.028,0.052,0.067,0.08,0.095,0.105,0.114,0.126,0.134
700,0.026,0.048,0.062,0.074,0.088,0.097,0.106,0.116,0.124
800,0.024,0.045,0.058,0.06,0.082,0.091,0.099,0.109,0.116
900,0.022,0.043,0.055,0.065,0.077,0.086,0.093,0.103,0.1
1000,0.021,0.041,0.052,0.062,0.073,0.081,0.089,0.098,0.104
